VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2023-01-25 16:03:18,2023-01-25 16:39:35,2,4.13,1,N,87,128,1,22.46,0.0,0.5,0.0,0.0,0.3,23.26,0.0
2,2023-01-17 01:49:08,2023-01-17 01:59:58,1,1.66,4,N,97,234,2,9.39,0.5,0.5,2.51,0.0,0.3,15.2,2.5
2,2023-01-29 21:32:24,2023-01-29 21:40:25,4,0.96,2,N,113,86,1,6.66,0.0,0.5,1.64,0.0,0.3,9.1,0.0
2,2023-01-03 19:55:20,2023-01-03 20:02:31,1,1.19,3,N,237,129,2,7.74,0.5,0.5,1.52,0.0,0.3,10.06,0.0
1,2023-01-15 12:37:38,2023-01-15 13:18:21,2,4.06,1,N,132,36,2,22.63,1.0,0.5,5.09,0.0,0.3,28.52,0.0
2,2023-01-05 21:47:28,2023-01-05 21:59:05,1,2.14,1,N,232,128,2,11.18,0.0,0.5,0.0,0.0,0.3,14.48,2.5
1,2023-01-28 11:14:57,2023-01-28 11:26:08,1,1.86,1,N,163,132,1,9.98,0.0,0.5,1.71,0.0,0.3,14.99,2.5
2,2023-01-25 18:06:46,2023-01-25 18:12:19,1,1.9,1,N,79,86,1,9.32,0.0,0.5,2.34,0.0,0.3,12.46,0.0
2,2023-01-17 09:15:18,2023-01-17 09:23:46,2,1.56,2,N,54,33,2,9.2,0.5,0.5,2.26,0.0,0.3,14.76,2.5
1,2023-01-12 04:50:15,2023-01-12 05:08:06,4,5.4,1,N,73,78,1,21.69,0.5,0.5,3.93,0.0,0.3,28.92,2.5
1,2023-01-12 06:30:18,2023-01-12 07:06:47,1,6.17,1,N,1,116,1,27.62,1.0,0.5,4.47,0.0,0.3,35.39,2.5
2,2023-01-24 19:40:16,2023-01-24 20:00:50,3,1.95,1,N,87,121,1,13.05,0.0,0.5,2.04,0.0,0.3,18.39,2.5
1,2023-01-26 07:20:51,2023-01-26 07:26:52,4,2.29,1,N,113,162,2,10.05,0.5,0.5,1.02,0.0,0.3,14.37,2.5
1,2023-01-18 13:04:02,2023-01-18 13:14:22,1,0.86,3,N,186,113,1,8.69,0.5,0.5,0.0,0.0,0.3,11.99,2.5
1,2023-01-22 11:39:25,2023-01-22 11:51:02,2,1.89,1,N,17,89,2,10.23,0.5,0.5,0.0,0.0,0.3,11.03,0.0
2,2023-01-17 11:46:05,2023-01-17 12:00:09,2,3.1,1,N,1,45,1,13.46,0.0,0.5,1.98,0.0,0.3,18.74,2.5
2,2023-01-26 13:02:38,2023-01-26 13:14:35,1,1.4,1,N,36,234,4,9.05,0.5,0.5,1.35,0.0,0.3,11.2,0.0
2,2023-01-27 06:00:21,2023-01-27 06:17:36,2,1.35,1,N,97,236,1,10.9,1.0,0.5,1.42,0.0,0.3,15.62,2.5
1,2023-01-11 20:21:43,2023-01-11 20:24:27,3,0.62,1,N,114,261,2,4.11,0.5,0.5,0.83,0.0,0.3,5.74,0.0
1,2023-01-07 15:27:01,2023-01-07 15:47:36,3,4.01,1,N,53,261,1,17.32,0.5,0.5,0.0,0.0,0.3,18.12,0.0
1,2023-01-19 10:31:33,2023-01-19 10:44:57,2,1.9,1,N,247,117,1,10.6,1.0,0.5,2.85,0.0,0.3,16.75,2.5
2,2023-01-16 21:23:01,2023-01-16 22:22:22,1,6.8,1,N,186,78,1,35.17,0.5,0.5,5.71,0.0,0.3,41.68,0.0
1,2023-01-12 15:14:44,2023-01-12 15:28:30,1,3.65,1,N,202,45,1,16.31,1.0,0.5,3.23,0.0,0.3,20.34,0.0
1,2023-01-08 13:51:19,2023-01-08 14:04:00,4,3.56,1,N,163,103,2,15.61,0.0,0.5,0.0,0.0,0.3,16.41,0.0
2,2023-01-02 19:23:32,2023-01-02 19:37:37,3,1.83,1,N,232,25,1,11.09,1.0,0.5,1.27,0.0,0.3,15.66,2.5
2,2023-01-24 10:13:18,2023-01-24 10:21:21,1,2.65,1,N,161,116,1,11.65,0.0,0.5,0.0,10.17,0.3,25.12,2.5
1,2023-01-20 22:08:19,2023-01-20 22:23:33,2,4.07,1,N,170,237,1,16.13,0.5,0.5,0.0,0.0,0.3,19.43,2.5
2,2023-01-03 04:56:01,2023-01-03 04:57:01,1,0.23,1,N,29,161,1,3.71,1.0,0.5,0.75,0.0,0.3,7.76,2.5
1,2023-01-25 07:36:08,2023-01-25 07:57:13,2,2.96,1,N,79,161,1,15.96,0.0,0.5,3.42,0.0,0.3,20.18,0.0
2,2023-01-03 15:52:39,2023-01-03 16:03:53,1,2.4,4,N,158,186,2,11.8,0.5,0.5,1.53,0.0,0.3,14.13,0.0
2,2023-01-31 19:14:05,2023-01-31 19:20:12,1,1.53,2,N,103,73,1,8.24,0.5,0.5,1.46,0.0,0.3,13.0,2.5
1,2023-01-17 08:24:06,2023-01-17 08:36:11,1,2.69,1,N,7,232,2,13.57,0.5,0.5,3.39,0.0,0.3,20.26,2.5
2,2023-01-06 19:38:32,2023-01-06 19:48:46,1,2.97,1,N,151,161,1,12.38,0.5,0.5,1.94,0.0,0.3,17.62,2.5
2,2023-01-30 23:45:43,2023-01-30 23:57:27,2,2.19,1,N,87,67,1,11.92,0.0,0.5,0.0,0.0,0.3,12.72,0.0
1,2023-01-28 07:48:48,2023-01-28 07:52:25,4,1.24,1,N,86,121,1,7.09,0.0,0.5,1.1,0.0,0.3,11.49,2.5
2,2023-01-19 07:30:57,2023-01-19 07:46:33,4,2.23,1,N,234,121,1,12.37,0.5,0.5,0.0,0.0,0.3,13.17,0.0
2,2023-01-03 17:10:14,2023-01-03 17:29:12,4,3.63,1,N,45,86,1,17.22,0.5,0.5,3.68,0.0,0.3,21.7,0.0
2,2023-01-04 01:27:17,2023-01-04 02:39:29,1,10.17,2,N,102,232,2,46.31,0.5,0.5,5.92,0.0,0.3,53.03,0.0
2,2023-01-18 19:35:06,2023-01-18 19:52:30,4,2.88,1,N,116,17,1,14.19,0.5,0.5,0.0,0.74,0.3,15.73,0.0
1,2023-01-16 09:05:37,2023-01-16 09:15:38,2,2.5,1,N,72,237,1,11.4,0.5,0.5,1.98,0.0,0.3,16.68,2.5
1,2023-01-13 07:03:56,2023-01-13 07:15:07,3,1.12,1,N,97,101,1,9.33,1.0,0.5,2.32,0.0,0.3,12.45,0.0
1,2023-01-21 10:55:42,2023-01-21 11:23:13,2,4.53,1,N,25,116,1,20.51,1.0,0.5,0.0,0.0,0.3,23.81,2.5
1,2023-01-11 18:31:52,2023-01-11 18:44:42,2,2.14,2,N,87,247,2,11.27,1.0,0.5,2.93,0.0,0.3,15.0,0.0
1,2023-01-23 22:39:38,2023-01-23 22:51:09,1,1.59,1,N,234,202,2,9.45,0.5,0.5,0.0,0.0,0.3,10.25,0.0
1,2023-01-18 20:16:13,2023-01-18 20:35:01,2,3.7,1,N,45,129,2,17.17,0.5,0.5,2.0,0.0,0.3,22.47,2.5
1,2023-01-03 10:08:17,2023-01-03 10:24:06,2,1.84,1,N,100,76,1,12.03,0.5,0.5,0.0,0.0,0.3,15.33,2.5
1,2023-01-17 21:28:47,2023-01-17 21:53:35,2,7.91,1,N,132,7,1,28.72,0.5,0.5,3.77,0.0,0.3,33.29,0.0
2,2023-01-29 19:58:37,2023-01-29 20:13:48,3,2.65,1,N,237,186,3,13.6,0.5,0.5,2.33,3.78,0.3,23.01,2.5
1,2023-01-02 21:35:58,2023-01-02 21:43:18,3,1.82,1,N,236,53,1,8.84,0.5,0.5,0.0,0.0,0.3,9.64,0.0
2,2023-01-30 10:24:56,2023-01-30 10:50:45,1,2.31,1,N,121,232,1,15.93,1.0,0.5,1.94,4.48,0.3,25.65,2.5
2,2023-01-09 17:34:34,2023-01-09 17:50:17,2,2.53,3,N,117,113,1,12.96,1.0,0.5,0.0,0.0,0.3,16.26,2.5
1,2023-01-13 16:54:49,2023-01-13 19:40:55,1,10.14,1,N,170,170,1,70.68,0.0,0.5,8.89,0.0,0.3,82.87,2.5
1,2023-01-12 08:37:16,2023-01-12 08:48:21,2,2.7,1,N,246,261,1,12.64,1.0,0.5,2.87,0.0,0.3,18.81,2.5
1,2023-01-24 19:43:50,2023-01-24 20:20:00,1,6.32,5,N,1,163,2,28.09,0.5,0.5,6.49,11.14,0.3,49.02,2.5
2,2023-01-24 12:52:37,2023-01-24 13:13:10,1,3.48,2,N,89,102,1,17.75,0.5,0.5,0.0,0.0,0.3,18.55,0.0
2,2023-01-28 09:13:18,2023-01-28 09:28:37,2,1.91,1,N,73,186,1,11.23,0.5,0.5,1.53,0.0,0.3,16.06,2.5
1,2023-01-24 12:54:38,2023-01-24 13:30:42,1,3.31,1,N,102,78,1,20.73,0.0,0.5,4.77,0.0,0.3,26.3,0.0
1,2023-01-03 10:40:16,2023-01-03 10:57:15,1,2.55,1,N,121,72,1,14.0,0.5,0.5,1.93,0.0,0.3,19.23,2.5
1,2023-01-14 08:12:21,2023-01-14 08:17:52,4,0.91,1,N,232,261,1,7.65,0.5,0.5,0.79,0.0,0.3,11.74,2.5
2,2023-01-14 10:21:14,2023-01-14 10:24:54,1,0.83,6,N,236,224,1,7.53,0.5,0.5,1.26,0.0,0.3,12.09,2.5
2,2023-01-31 19:15:13,2023-01-31 19:38:32,1,6.83,1,N,224,121,1,25.91,0.5,0.5,5.13,0.0,0.3,34.34,2.5
1,2023-01-22 11:02:38,2023-01-22 11:13:56,1,2.88,1,N,25,261,1,12.3,1.0,0.5,0.0,0.0,0.3,15.6,2.5
1,2023-01-15 10:00:19,2023-01-15 10:04:10,1,1.49,1,N,103,29,1,7.32,0.5,0.5,0.0,10.95,0.3,19.07,0.0
2,2023-01-04 21:46:12,2023-01-04 21:56:27,3,3.08,1,N,120,73,2,12.99,0.0,0.5,1.6,4.56,0.3,22.45,2.5
1,2023-01-10 20:40:19,2023-01-10 21:07:28,2,3.24,5,N,158,151,1,17.41,1.0,0.5,0.0,0.0,0.3,18.21,0.0
2,2023-01-17 11:59:31,2023-01-17 12:24:49,4,5.56,2,N,162,234,2,23.31,0.5,0.5,0.0,0.0,0.3,24.11,0.0
1,2023-01-05 06:07:10,2023-01-05 06:21:18,3,3.49,1,N,103,25,1,15.0,0.5,0.5,3.54,0.0,0.3,21.84,2.5
1,2023-01-26 03:31:56,2023-01-26 03:39:52,1,2.15,2,N,224,161,1,10.36,0.0,0.5,1.8,0.0,0.3,15.46,2.5
2,2023-01-06 08:09:40,2023-01-06 08:15:16,2,1.58,1,N,162,224,2,7.56,1.0,0.5,1.34,0.0,0.3,12.2,2.5
2,2023-01-16 13:43:38,2023-01-16 13:51:20,1,2.07,5,N,234,1,3,9.06,0.5,0.5,1.85,0.0,0.3,14.21,2.5
2,2023-01-26 14:29:23,2023-01-26 14:41:56,2,1.89,1,N,163,120,1,10.84,0.5,0.5,1.59,11.18,0.3,24.41,0.0
1,2023-01-18 11:00:26,2023-01-18 11:10:14,1,1.61,2,N,170,78,1,9.31,0.0,0.5,0.0,5.35,0.3,15.46,0.0
1,2023-01-16 18:14:13,2023-01-16 18:45:03,1,3.54,1,N,120,116,2,19.98,0.5,0.5,4.0,0.0,0.3,27.28,2.5
1,2023-01-10 05:30:13,2023-01-10 05:57:25,2,2.41,1,N,45,224,3,16.79,0.5,0.5,2.24,0.0,0.3,19.83,0.0
2,2023-01-01 09:46:57,2023-01-01 10:05:36,1,3.99,1,N,162,121,1,17.73,0.5,0.5,1.97,3.74,0.3,26.74,2.5
1,2023-01-17 00:52:46,2023-01-17 01:20:11,1,5.3,1,N,224,161,1,22.82,0.0,0.5,0.0,0.0,0.3,23.62,0.0
2,2023-01-27 22:39:47,2023-01-27 22:56:41,2,2.46,1,N,114,116,2,13.19,0.0,0.5,2.89,0.0,0.3,19.38,2.5
1,2023-01-22 10:08:10,2023-01-22 10:29:42,4,3.65,1,N,162,97,2,18.32,0.5,0.5,4.68,0.0,0.3,26.3,2.5
1,2023-01-10 17:50:25,2023-01-10 17:59:40,1,1.47,5,N,63,246,1,9.19,0.0,0.5,1.24,0.0,0.3,13.73,2.5
2,2023-01-27 18:36:00,2023-01-27 18:53:24,2,2.75,1,N,232,114,1,14.29,0.0,0.5,2.33,0.0,0.3,19.92,2.5
2,2023-01-07 11:08:26,2023-01-07 11:55:45,5,5.9,1,N,87,132,1,29.85,0.5,0.5,7.84,0.0,0.3,40.99,2.5
1,2023-01-16 08:23:21,2023-01-16 08:38:44,5,2.12,2,N,114,89,1,11.38,1.0,0.5,1.98,0.0,0.3,16.66,2.5
2,2023-01-02 08:52:41,2023-01-02 08:55:21,2,0.85,1,N,158,232,1,5.34,0.5,0.5,0.65,0.0,0.3,6.79,0.0
1,2023-01-29 20:07:12,2023-01-29 20:14:34,1,2.29,1,N,161,87,1,10.68,0.0,0.5,1.75,0.0,0.3,13.23,0.0
2,2023-01-12 21:48:43,2023-01-12 22:01:31,1,1.91,3,N,224,121,1,12.05,1.0,0.5,1.45,0.0,0.3,16.8,2.5
2,2023-01-31 08:20:12,2023-01-31 08:22:24,5,0.49,1,N,132,167,1,4.69,0.5,0.5,0.0,6.28,0.3,14.27,2.5
2,2023-01-30 07:24:08,2023-01-30 07:33:11,1,1.53,1,N,161,132,2,8.9,0.5,0.5,1.75,0.0,0.3,13.95,2.5
2,2023-01-09 15:39:40,2023-01-09 15:48:58,1,2.96,3,N,120,161,1,13.15,1.0,0.5,2.3,0.0,0.3,16.25,0.0
2,2023-01-14 12:45:48,2023-01-14 13:04:11,3,3.51,1,N,247,17,1,16.58,0.0,0.5,0.0,0.0,0.3,17.38,0.0
2,2023-01-31 20:53:49,2023-01-31 21:13:57,1,3.74,1,N,79,223,1,16.38,0.5,0.5,2.61,0.0,0.3,22.29,2.5
1,2023-01-27 13:56:50,2023-01-27 14:18:27,1,3.17,1,N,158,79,1,17.1,0.0,0.5,2.15,0.0,0.3,22.55,2.5
1,2023-01-24 19:33:02,2023-01-24 20:11:01,6,14.25,1,N,117,79,1,47.92,0.0,0.5,12.4,0.0,0.3,61.12,0.0
1,2023-01-18 06:44:17,2023-01-18 06:57:35,2,2.25,1,N,129,96,2,11.26,0.5,0.5,2.61,0.0,0.3,17.17,2.5
1,2023-01-10 18:07:09,2023-01-10 18:20:33,2,1.55,1,N,234,101,2,10.53,0.5,0.5,2.13,0.0,0.3,13.46,0.0
1,2023-01-05 11:03:04,2023-01-05 11:16:27,1,1.76,1,N,45,234,1,10.93,0.0,0.5,1.78,0.0,0.3,16.01,2.5
2,2023-01-26 08:34:41,2023-01-26 09:11:42,1,5.07,1,N,234,224,2,24.45,0.0,0.5,5.35,6.65,0.3,37.25,0.0
1,2023-01-24 23:35:20,2023-01-24 23:39:27,4,0.76,1,N,246,33,1,5.38,0.5,0.5,0.0,0.0,0.3,6.18,0.0
2,2023-01-29 20:16:38,2023-01-29 20:53:08,2,3.12,1,N,63,79,3,19.71,0.5,0.5,2.9,0.0,0.3,25.91,2.5
2,2023-01-09 00:43:09,2023-01-09 00:51:41,1,1.99,1,N,261,117,4,9.84,0.5,0.5,1.87,0.0,0.3,15.01,2.5
1,2023-01-04 08:17:49,2023-01-04 08:34:41,1,4.35,1,N,79,232,2,17.93,0.0,0.5,3.48,0.0,0.3,24.71,2.5
1,2023-01-03 13:50:38,2023-01-03 14:03:43,4,2.6,1,N,59,237,1,12.86,1.0,0.5,3.01,0.0,0.3,16.67,0.0
1,2023-01-10 05:45:25,2023-01-10 05:51:45,1,0.88,1,N,162,232,1,7.44,0.5,0.5,0.0,0.0,0.3,8.24,0.0
1,2023-01-04 13:21:50,2023-01-04 13:28:27,1,2.09,1,N,128,114,2,8.83,0.0,0.5,1.07,8.48,0.3,19.18,0.0
1,2023-01-23 18:38:45,2023-01-23 18:47:24,2,1.64,1,N,36,53,2,8.55,0.5,0.5,0.0,0.0,0.3,11.85,2.5
1,2023-01-28 12:04:45,2023-01-28 12:12:43,1,1.18,1,N,186,103,1,8.3,0.0,0.5,0.85,0.0,0.3,9.95,0.0
2,2023-01-15 12:43:16,2023-01-15 12:45:59,1,0.52,1,N,162,234,2,5.7,0.5,0.5,1.41,0.0,0.3,10.41,2.5
2,2023-01-05 22:57:31,2023-01-05 23:06:46,6,2.94,1,N,186,117,4,12.69,0.0,0.5,1.57,0.0,0.3,17.56,2.5
1,2023-01-28 21:03:22,2023-01-28 21:10:50,2,1.8,1,N,53,76,1,9.44,0.5,0.5,0.0,0.0,0.3,12.74,2.5
2,2023-01-13 08:49:47,2023-01-13 08:55:26,1,1.6,4,N,161,17,1,7.31,0.0,0.5,0.0,0.0,0.3,10.61,2.5
1,2023-01-16 09:10:57,2023-01-16 09:20:22,1,1.98,5,Y,232,186,1,10.93,0.0,0.5,0.0,0.0,0.3,14.23,2.5
2,2023-01-29 19:16:55,2023-01-29 19:36:54,1,4.33,1,N,161,128,1,17.86,0.0,0.5,3.17,0.0,0.3,24.33,2.5
1,2023-01-18 19:18:34,2023-01-18 19:42:24,6,2.96,5,N,224,261,1,16.48,0.0,0.5,3.1,0.0,0.3,22.88,2.5
2,2023-01-10 17:05:19,2023-01-10 17:28:14,1,1.86,1,N,29,186,1,13.54,0.0,0.5,2.94,0.0,0.3,19.78,2.5
2,2023-01-04 13:54:46,2023-01-04 14:07:53,3,2.38,1,N,234,113,2,11.44,0.5,0.5,0.0,0.0,0.3,14.74,2.5
1,2023-01-28 14:10:48,2023-01-28 14:34:01,2,4.11,1,N,17,79,2,18.76,0.5,0.5,2.94,0.0,0.3,22.5,0.0
1,2023-01-06 15:49:36,2023-01-06 15:57:42,1,1.14,1,N,97,202,1,7.93,0.5,0.5,2.21,0.0,0.3,10.94,0.0
2,2023-01-11 09:37:21,2023-01-11 09:56:57,1,3.48,1,N,129,89,1,16.88,0.0,0.5,4.21,0.0,0.3,21.89,0.0
1,2023-01-10 10:16:54,2023-01-10 10:23:36,1,1.4,2,N,161,100,2,7.84,0.5,0.5,1.57,0.0,0.3,12.71,2.5
1,2023-01-04 22:48:06,2023-01-04 22:53:11,2,0.86,1,N,129,86,1,6.11,0.0,0.5,1.59,0.0,0.3,11.0,2.5
1,2023-01-27 16:03:33,2023-01-27 16:19:20,3,4.17,1,N,29,234,1,17.77,0.5,0.5,2.14,0.0,0.3,23.21,2.5
2,2023-01-09 16:32:34,2023-01-09 16:50:36,1,5.06,1,N,100,224,2,21.08,0.5,0.5,0.0,0.0,0.3,21.88,0.0
2,2023-01-18 07:22:43,2023-01-18 07:33:50,1,2.44,1,N,117,117,1,11.76,0.5,0.5,1.38,0.0,0.3,13.94,0.0
2,2023-01-12 19:56:51,2023-01-12 20:12:48,3,3.34,5,N,129,73,3,15.3,0.5,0.5,2.77,0.0,0.3,21.37,2.5
2,2023-01-04 11:32:06,2023-01-04 11:42:40,2,1.79,1,N,234,36,1,10.45,0.5,0.5,2.27,0.0,0.3,13.52,0.0
2,2023-01-21 20:06:33,2023-01-21 20:23:46,1,2.52,1,N,53,76,2,13.73,0.0,0.5,2.13,0.0,0.3,16.66,0.0
2,2023-01-18 23:16:00,2023-01-18 23:20:05,2,0.63,1,N,170,114,2,5.79,0.5,0.5,1.0,0.0,0.3,7.59,0.0
2,2023-01-20 19:43:47,2023-01-20 20:27:25,1,7.01,1,N,67,162,1,31.52,1.0,0.5,5.56,0.0,0.3,40.38,2.5
2,2023-01-26 21:19:58,2023-01-26 21:25:25,1,1.39,1,N,1,63,2,7.89,0.5,0.5,1.74,0.0,0.3,10.43,0.0
1,2023-01-07 15:36:48,2023-01-07 16:05:00,2,12.35,1,N,202,161,2,40.62,0.0,0.5,4.54,0.0,0.3,48.46,2.5
2,2023-01-24 19:33:17,2023-01-24 19:52:20,1,2.72,1,N,73,73,1,14.75,0.5,0.5,0.0,0.0,0.3,15.55,0.0
1,2023-01-02 22:48:50,2023-01-02 23:34:36,1,4.27,2,N,45,54,2,24.73,0.5,0.5,3.57,0.0,0.3,31.6,2.5
1,2023-01-16 20:17:02,2023-01-16 20:24:20,1,2.4,2,N,121,86,1,11.03,0.5,0.5,1.46,0.0,0.3,15.79,2.5
2,2023-01-09 20:08:09,2023-01-09 20:14:00,3,1.88,1,N,67,100,1,9.21,0.5,0.5,0.0,0.0,0.3,10.01,0.0
1,2023-01-13 13:19:56,2023-01-13 13:42:13,1,4.08,1,N,261,113,1,18.74,1.0,0.5,2.87,5.98,0.3,30.89,2.5
2,2023-01-11 15:43:50,2023-01-11 15:50:16,1,1.11,1,N,113,87,1,7.3,0.5,0.5,0.98,0.0,0.3,11.58,2.5
2,2023-01-30 18:08:35,2023-01-30 18:12:15,1,0.43,1,N,45,120,1,4.63,1.0,0.5,1.13,0.0,0.3,9.06,2.5
2,2023-01-18 05:26:50,2023-01-18 05:30:16,5,1.04,1,N,163,151,1,6.48,1.0,0.5,1.24,0.0,0.3,8.52,0.0
2,2023-01-30 18:50:57,2023-01-30 18:58:14,4,1.21,5,N,161,59,1,7.87,0.5,0.5,2.15,0.0,0.3,10.82,0.0
2,2023-01-18 07:46:33,2023-01-18 08:01:46,2,3.37,1,N,79,36,2,14.92,0.5,0.5,2.17,0.0,0.3,20.39,2.5
2,2023-01-19 10:05:29,2023-01-19 10:49:47,3,8.8,1,N,161,237,1,35.44,0.5,0.5,5.25,0.0,0.3,43.99,2.5
1,2023-01-10 17:06:46,2023-01-10 17:20:25,1,2.33,1,N,100,73,2,11.95,1.0,0.5,0.0,0.0,0.3,12.75,0.0
2,2023-01-14 19:50:33,2023-01-14 20:20:29,1,5.38,1,N,33,76,1,23.96,0.0,0.5,5.39,0.0,0.3,32.65,2.5
2,2023-01-04 19:16:56,2023-01-04 19:22:41,2,1.13,1,N,36,151,1,6.52,0.5,0.5,1.63,0.0,0.3,11.45,2.5
1,2023-01-31 05:33:05,2023-01-31 05:48:44,2,4.19,1,N,72,96,1,16.6,0.0,0.5,2.67,0.0,0.3,22.57,2.5
1,2023-01-02 12:31:01,2023-01-02 12:36:42,2,1.36,1,N,45,86,1,8.4,0.5,0.5,0.0,0.0,0.3,11.7,2.5
1,2023-01-10 15:39:00,2023-01-10 15:48:48,1,3.22,1,N,86,132,1,13.85,1.0,0.5,3.69,7.03,0.3,25.37,0.0
2,2023-01-11 16:42:30,2023-01-11 17:01:17,1,3.07,1,N,97,96,2,16.24,1.0,0.5,4.23,0.0,0.3,23.77,2.5
1,2023-01-31 20:32:51,2023-01-31 20:38:00,5,1.52,6,N,186,114,2,7.52,0.5,0.5,1.47,0.0,0.3,9.79,0.0
2,2023-01-02 13:54:05,2023-01-02 14:07:54,1,1.98,1,N,186,63,1,11.91,1.0,0.5,2.16,0.0,0.3,14.87,0.0
2,2023-01-22 13:28:52,2023-01-22 13:43:00,1,1.95,1,N,63,72,2,11.5,0.5,0.5,1.36,0.0,0.3,13.66,0.0
1,2023-01-26 07:58:43,2023-01-26 08:16:11,1,2.57,1,N,100,113,1,13.72,0.5,0.5,2.8,0.0,0.3,19.82,2.5
2,2023-01-21 22:27:08,2023-01-21 22:41:42,1,1.68,3,N,120,7,3,11.1,0.0,0.5,1.74,0.0,0.3,16.14,2.5
2,2023-01-23 07:22:08,2023-01-23 07:27:26,1,1.36,1,N,1,1,1,8.77,0.5,0.5,2.03,0.0,0.3,14.1,2.5
1,2023-01-09 12:23:33,2023-01-09 12:32:53,3,2.26,3,N,161,132,1,10.54,1.0,0.5,1.13,0.0,0.3,12.47,0.0
1,2023-01-28 20:41:14,2023-01-28 20:57:16,1,3.32,1,N,161,45,1,15.88,0.0,0.5,2.54,0.0,0.3,21.72,2.5
2,2023-01-30 09:10:01,2023-01-30 09:25:55,2,2.55,1,N,1,29,1,13.22,0.5,0.5,2.55,0.0,0.3,16.57,0.0
2,2023-01-04 22:14:35,2023-01-04 22:35:20,1,1.71,1,N,97,45,1,12.99,1.0,0.5,0.0,0.0,0.3,13.79,0.0
1,2023-01-25 21:04:14,2023-01-25 21:09:05,1,1.58,1,N,186,161,1,7.26,0.5,0.5,0.0,7.64,0.3,18.2,2.5
1,2023-01-23 21:30:33,2023-01-23 21:34:04,6,0.69,1,N,86,63,1,5.57,0.0,0.5,0.94,0.0,0.3,9.81,2.5
2,2023-01-01 23:00:02,2023-01-01 23:04:20,6,0.86,1,N,132,103,1,6.23,0.5,0.5,1.45,0.0,0.3,10.98,2.5
1,2023-01-24 11:29:18,2023-01-24 11:39:56,2,1.5,1,N,151,97,2,9.29,0.0,0.5,1.2,0.0,0.3,11.29,0.0
2,2023-01-07 07:36:28,2023-01-07 07:48:36,5,1.86,1,N,29,132,3,11.25,0.5,0.5,1.63,0.0,0.3,13.68,0.0
2,2023-01-15 00:33:08,2023-01-15 00:40:39,1,1.45,1,N,237,101,2,8.46,0.5,0.5,1.08,0.0,0.3,10.34,0.0
2,2023-01-31 10:43:23,2023-01-31 11:31:03,1,8.55,1,N,162,113,1,35.73,1.0,0.5,9.73,0.0,0.3,48.76,2.5
1,2023-01-08 11:09:21,2023-01-08 11:12:03,3,0.84,1,N,97,96,2,5.21,1.0,0.5,1.43,0.0,0.3,7.44,0.0
2,2023-01-14 21:16:44,2023-01-14 22:07:45,1,10.35,1,N,87,59,4,41.76,0.0,0.5,8.55,0.0,0.3,53.61,2.5
2,2023-01-11 17:43:20,2023-01-11 17:50:08,5,1.92,1,N,76,25,1,9.55,0.0,0.5,0.0,0.0,0.3,12.85,2.5
2,2023-01-23 10:24:53,2023-01-23 10:31:33,2,1.43,1,N,129,161,1,8.9,0.5,0.5,0.0,0.0,0.3,9.7,0.0
1,2023-01-09 01:22:37,2023-01-09 01:33:12,1,1.81,1,N,161,36,2,10.63,0.5,0.5,2.18,0.0,0.3,16.11,2.5
1,2023-01-20 10:29:38,2023-01-20 10:32:22,1,0.75,1,N,97,29,2,5.76,0.5,0.5,0.64,0.0,0.3,9.7,2.5
1,2023-01-17 12:04:08,2023-01-17 12:20:54,1,2.77,4,N,261,72,1,14.02,0.5,0.5,3.87,0.0,0.3,18.69,0.0
1,2023-01-06 20:25:23,2023-01-06 20:50:17,2,3.04,1,N,132,202,4,16.97,0.5,0.5,0.0,0.0,0.3,17.77,0.0
1,2023-01-28 08:49:53,2023-01-28 09:17:50,2,7.59,1,N,234,261,2,28.79,1.0,0.5,5.96,0.0,0.3,35.55,0.0
1,2023-01-23 11:28:34,2023-01-23 12:00:31,1,4.82,1,N,67,113,2,22.94,0.5,0.5,2.62,0.0,0.3,28.86,2.5
2,2023-01-07 06:11:42,2023-01-07 06:17:52,3,0.96,1,N,236,232,2,6.38,0.0,0.5,0.0,0.0,0.3,9.68,2.5
1,2023-01-03 22:51:58,2023-01-03 23:06:50,1,2.5,2,N,113,246,1,13.13,1.0,0.5,2.5,0.63,0.3,17.06,0.0
2,2023-01-30 01:35:15,2023-01-30 01:42:49,1,1.93,1,N,89,234,1,11.06,0.5,0.5,0.0,0.0,0.3,14.36,2.5
1,2023-01-28 19:46:10,2023-01-28 20:40:41,1,13.22,1,N,33,132,2,49.77,0.5,0.5,6.55,4.04,0.3,61.16,0.0
2,2023-01-05 20:32:33,2023-01-05 22:07:02,2,9.78,1,N,236,232,1,51.36,0.5,0.5,6.98,0.0,0.3,61.64,2.5
1,2023-01-17 07:06:45,2023-01-17 07:28:07,4,3.43,1,N,7,117,1,16.12,0.0,0.5,3.27,12.21,0.3,34.9,2.5
2,2023-01-03 19:37:46,2023-01-03 19:51:53,2,3.02,1,N,250,129,2,13.98,0.5,0.5,1.87,0.0,0.3,19.15,2.5
2,2023-01-07 05:01:58,2023-01-07 05:02:58,1,0.32,1,N,158,234,1,4.71,0.5,0.5,0.0,6.63,0.3,14.64,2.5
